URL,Reduction,QSS,QFS,Quality,Original Bytes,Reduced Bytes,Time(s)
https://www.nytimes.com,1.0000000000000009,1.0,1,2.0,3694.2802734375,3694.2802734375,1.6961286067962646
https://www.nytimes.com,1.0000000000000009,1.0,1,2.0,7279.830078125,7279.830078125,3.737277030944824
https://www.www.yahoo.com,40.0,0.9487767058662232,1,1.9487767058662235,3894.4970703125,3138.2275390625,109.82282066345216
https://www.www.yahoo.com,40.0,0.915937543605221,1,1.9159375436052208,3733.85546875,2740.408203125,161.67218327522278
https://www.paypal.com,25.0,0.9998791543125616,1,1.9998791543125616,3267.5361328125,2785.193359375,39.86763620376587
https://www.yahoo.com,40.0,0.9374241339983584,1,1.9374241339983584,3665.5263671875,2886.015625,122.98055696487428
https://www.aliexpress.com,40.0,0.9308622540920114,1,1.9308622540920115,2660.98046875,1957.626953125,184.17576479911804
https://www.pinterest.com,19.0,0.9064331129115992,1,1.906433112911599,11834.5517578125,10041.720703125,414.012501001358
https://www.paypal.com,25.0,0.9999133179101796,1,1.99991331791018,3267.5361328125,2823.1201171875,24.553906440734863
https://www.yahoo.com,40.0,0.9754970338504848,1,1.975497033850485,3387.34765625,2714.140625,103.1242537498474
https://www.aliexpress.com,40.0,0.937561398191196,1,1.937561398191196,2688.748046875,1823.8203125,284.90868306159973
https://www.liexpress.com,19.999999999999996,0.9555587898635042,1,1.9555587898635043,1282.9873046875,757.3603515625,681.8448443412781
